sentence,start_index,stop_index
Randonnée de Nice jusqu'à Lyon.,"(13, 17)","(26, 30)"
Je veux aller de Besançon à Nantes.,"(17, 25)","(28, 34)"
Je pars de Créteil pour arriver à Mulhouse.,"(11, 18)","(34, 42)"
Je dois me déplacer de Grenoble à Bordeaux.,"(23, 31)","(34, 42)"
Je projette de quitter Montpellier pour Nancy.,"(23, 34)","(40, 45)"
Départ de Villeurbanne à Saint-Denis.,"(10, 22)","(25, 36)"
Mon voyage débute à Lille et se termine à Montreuil.,"(20, 25)","(42, 51)"
Mon voyage débute à Dunkerque et se termine à Montreuil.,"(20, 29)","(46, 55)"
Départ de Saint-Paul pour un voyage direct à Montreuil.,"(10, 20)","(45, 54)"
Parti de Lille pour atteindre Annecy.,"(9, 14)","(30, 36)"
Randonnée de Angers jusqu'à Rennes.,"(13, 19)","(28, 34)"
Mon itinéraire est de Marseille à Le Mans.,"(22, 31)","(34, 41)"
Mon intention est de voyager de Limoges à Boulogne-Billancourt.,"(32, 39)","(42, 62)"
Mon itinéraire est de Nouméa à Nîmes.,"(22, 28)","(31, 36)"
Escapade de Roubaix à Caen.,"(12, 19)","(22, 26)"
Je dois effectuer le trajet de Metz à Annecy.,"(31, 35)","(38, 44)"
Je vais partir de Bordeaux à destination de Nanterre.,"(18, 26)","(44, 52)"
Je prévois de voyager de Besançon à Bordeaux.,"(25, 33)","(36, 44)"
Je commence mon périple à Brest pour finir à Tours.,"(26, 31)","(45, 50)"
Je projette de quitter Grenoble pour Nouméa.,"(23, 31)","(37, 43)"
J'envisage un déplacement de Aix-en-Provence à Villeurbanne.,"(29, 44)","(47, 59)"
Aventure de Amiens à Dijon.,"(12, 18)","(21, 26)"
Départ de Vitry-sur-Seine à Rouen.,"(10, 25)","(28, 33)"
Aventure de Rennes à Le Havre.,"(12, 18)","(21, 29)"
Départ de Vitry-sur-Seine à Reims.,"(10, 25)","(28, 33)"
Départ de Nantes pour un voyage direct à Argenteuil.,"(10, 16)","(41, 51)"
Je vais de Lyon à Aix-en-Provence.,"(11, 15)","(18, 33)"
Je quitte Saint-Étienne pour Nancy.,"(10, 23)","(29, 34)"
Je planifie de me déplacer de Montpellier vers Nanterre.,"(30, 41)","(47, 55)"
Je m'apprête à partir de Nancy à Avignon.,"(25, 30)","(33, 40)"
Je vais partir de Reims à destination de Saint-Paul.,"(18, 23)","(41, 51)"
Je compte quitter Tourcoing pour Bordeaux.,"(18, 27)","(33, 41)"
Je veux aller de Saint-Denis à Créteil.,"(17, 28)","(31, 38)"
Trajet initial de Reims en direction de Bordeaux.,"(18, 23)","(40, 48)"
Départ de Vitry-sur-Seine pour un voyage direct à Marseille.,"(10, 25)","(50, 59)"
Départ de Grenoble à Nanterre.,"(10, 18)","(21, 29)"
Je souhaite me rendre de Boulogne-Billancourt à Rennes.,"(25, 45)","(48, 54)"
Mon voyage débute à Toulouse et se termine à Nice.,"(20, 28)","(45, 49)"
Je dois effectuer le trajet de Nantes à Aix-en-Provence.,"(31, 37)","(40, 55)"
Je planifie de me déplacer de Avignon vers Perpignan.,"(30, 37)","(43, 52)"
Je prévois de voyager de Lyon à Brest.,"(25, 29)","(32, 37)"
Départ de Annecy pour un voyage direct à Créteil.,"(10, 16)","(41, 48)"
Aventure de Saint-Denis à Le Havre.,"(12, 23)","(26, 34)"
Je planifie un trajet de Clermont-Ferrand à Avignon.,"(25, 41)","(44, 51)"
Course rapide de Aix-en-Provence à Rouen.,"(17, 32)","(35, 40)"
Je dois effectuer le trajet de Aix-en-Provence à Saint-Paul.,"(31, 46)","(49, 59)"
Randonnée de Metz jusqu'à Roubaix.,"(13, 17)","(26, 33)"
Je veux aller de Toulouse à Mulhouse.,"(17, 25)","(28, 36)"
Promenade depuis Nîmes vers Nanterre.,"(17, 22)","(28, 36)"
Je m'apprête à partir de Lille à Montpellier.,"(25, 30)","(33, 44)"
J'envisage un déplacement de Montreuil à Perpignan.,"(29, 38)","(41, 50)"
Mon itinéraire est de Roubaix à Toulon.,"(22, 29)","(32, 38)"
Escapade de Montreuil à Villeurbanne.,"(12, 21)","(24, 36)"
Je projette de quitter Rennes pour Montreuil.,"(23, 29)","(35, 44)"
Je planifie un trajet de Roubaix à Marseille.,"(25, 32)","(35, 44)"
Je souhaite me rendre de Rouen à Toulon.,"(25, 30)","(33, 39)"
Je pars de Roubaix pour arriver à Dijon.,"(11, 18)","(34, 39)"
J'envisage un déplacement de Rennes à Nancy.,"(29, 35)","(38, 43)"
Je pars de Rouen pour arriver à Toulouse.,"(11, 16)","(32, 40)"
Je vais partir de Amiens à destination de Créteil.,"(18, 24)","(42, 49)"
Périples de Roubaix à Strasbourg.,"(12, 19)","(22, 32)"
Je pars de Tourcoing pour arriver à Annecy.,"(11, 20)","(36, 42)"
Je dois effectuer le trajet de Saint-Étienne à Aix-en-Provence.,"(31, 44)","(47, 62)"
Départ de Aix-en-Provence pour un voyage direct à Toulon.,"(10, 25)","(50, 56)"
Je vais partir de Argenteuil à destination de Orléans.,"(18, 28)","(46, 53)"
Je dois effectuer le trajet de Montpellier à Besançon.,"(31, 42)","(45, 53)"
Trajet initial de Argenteuil en direction de Dijon.,"(18, 28)","(45, 50)"
Course rapide de Angers à Montreuil.,"(17, 23)","(26, 35)"
Randonnée de Tours jusqu'à Lille.,"(13, 18)","(27, 32)"
Je quitte Le Mans pour Nancy.,"(10, 17)","(23, 28)"
Je suis en route de Poitiers vers Montreuil.,"(20, 28)","(34, 43)"
Je prévois de voyager de Toulouse à Aix-en-Provence.,"(25, 33)","(36, 51)"
Randonnée de Caen jusqu'à Montreuil.,"(13, 17)","(26, 35)"
Périples de Dunkerque à Créteil.,"(12, 21)","(24, 31)"
Je vais de Toulon à Tourcoing.,"(11, 17)","(20, 29)"
Il est prévu que je me rende de Grenoble à Dijon.,"(32, 40)","(43, 48)"
Je dois effectuer le trajet de Vitry-sur-Seine à Nîmes.,"(31, 46)","(49, 54)"
Odyssée depuis Nîmes en direction de Bordeaux.,"(15, 20)","(37, 45)"
Mon départ est prévu de Toulon à destination de Créteil.,"(24, 30)","(48, 55)"
Escapade de Lyon à Annecy.,"(12, 16)","(19, 25)"
Mon intention est de voyager de Argenteuil à Bordeaux.,"(32, 42)","(45, 53)"
Je prévois de voyager de Saint-Denis à Reims.,"(25, 36)","(39, 44)"
Départ de Nanterre pour un voyage direct à Nîmes.,"(10, 18)","(43, 48)"
Je vais de Nanterre à Grenoble.,"(11, 19)","(22, 30)"
J'envisage un déplacement de Saint-Étienne à Angers.,"(29, 42)","(45, 51)"
Je vais de Orléans à Mulhouse.,"(11, 18)","(21, 29)"
Je pars de Marseille pour arriver à Rennes.,"(11, 20)","(36, 42)"
Je vais de Clermont-Ferrand à Aix-en-Provence.,"(11, 27)","(30, 45)"
Mon départ est prévu de Saint-Étienne à destination de Aix-en-Provence.,"(24, 37)","(55, 70)"
Mon départ est prévu de Le Mans à destination de Mulhouse.,"(24, 31)","(49, 57)"
Odyssée depuis Besançon en direction de Marseille.,"(15, 23)","(40, 49)"
Je suis en route de Montpellier vers Bordeaux.,"(20, 31)","(37, 45)"
Je vais partir de Saint-Paul à destination de Grenoble.,"(18, 28)","(46, 54)"
Départ de Amiens à Saint-Paul.,"(10, 16)","(19, 29)"
Je dois effectuer le trajet de Strasbourg à Nîmes.,"(31, 41)","(44, 49)"
Parti de Metz pour atteindre Dijon.,"(9, 13)","(29, 34)"
Départ de Rennes à Annecy.,"(10, 16)","(19, 25)"
Je dois effectuer le trajet de Rouen à Limoges.,"(31, 36)","(39, 46)"
Odyssée depuis Paris en direction de Le Havre.,"(15, 20)","(37, 45)"
Je projette de quitter Clermont-Ferrand pour Montreuil.,"(23, 39)","(45, 54)"
Je vais de Avignon à Tours.,"(11, 18)","(21, 26)"
Je planifie de me déplacer de Rennes vers Amiens.,"(30, 36)","(42, 48)"
Mon départ est prévu de Clermont-Ferrand à destination de Dijon.,"(24, 40)","(58, 63)"
Départ de Tourcoing à Villeurbanne.,"(10, 19)","(22, 34)"
Je dois me déplacer de Poitiers à Clermont-Ferrand.,"(23, 31)","(34, 50)"
Trajet initial de Saint-Étienne en direction de Le Mans.,"(18, 31)","(48, 55)"
Périples de Mulhouse à Boulogne-Billancourt.,"(12, 20)","(23, 43)"
Voyage sans escale de Le Havre à Marseille.,"(22, 30)","(33, 42)"
Mon intention est de voyager de Strasbourg à Boulogne-Billancourt.,"(32, 42)","(45, 65)"
Je vais partir de Marseille à destination de Avignon.,"(18, 27)","(45, 52)"
Je vais de Montpellier à Le Havre.,"(11, 22)","(25, 33)"
Parti de Rouen pour atteindre Lyon.,"(9, 14)","(30, 34)"
Je planifie de me déplacer de Paris vers Montpellier.,"(30, 35)","(41, 52)"
Mon voyage débute à Le Havre et se termine à Dijon.,"(20, 28)","(45, 50)"
Voyage sans escale de Orléans à Montreuil.,"(22, 29)","(32, 41)"
Parti de Perpignan pour atteindre Rennes.,"(9, 18)","(34, 40)"
Je dois effectuer le trajet de Amiens à Nouméa.,"(31, 37)","(40, 46)"
Mon voyage débute à Dijon et se termine à Nouméa.,"(20, 25)","(42, 48)"
Périples de Bordeaux à Nîmes.,"(12, 20)","(23, 28)"
Je suis en route de Perpignan vers Saint-Denis.,"(20, 29)","(35, 46)"
Départ de Rennes pour un voyage direct à Metz.,"(10, 16)","(41, 45)"
Je suis en route de Montpellier vers Avignon.,"(20, 31)","(37, 44)"
Périples de Clermont-Ferrand à Dijon.,"(12, 28)","(31, 36)"
Départ de Reims à Nantes.,"(10, 15)","(18, 24)"
Odyssée depuis Argenteuil en direction de Dunkerque.,"(15, 25)","(42, 51)"
Départ de Boulogne-Billancourt pour un voyage direct à Grenoble.,"(10, 30)","(55, 63)"
Mon itinéraire est de Roubaix à Le Mans.,"(22, 29)","(32, 39)"
Je souhaite me rendre de Nîmes à Mulhouse.,"(25, 30)","(33, 41)"
Je prévois de voyager de Créteil à Dunkerque.,"(25, 32)","(35, 44)"
Mon itinéraire est de Clermont-Ferrand à Poitiers.,"(22, 38)","(41, 49)"
Mon intention est de voyager de Nice à Saint-Denis.,"(32, 36)","(39, 50)"
Aventure de Marseille à Aix-en-Provence.,"(12, 21)","(24, 39)"
Trajet initial de Limoges en direction de Saint-Paul.,"(18, 25)","(42, 52)"
Je commence mon périple à Angers pour finir à Amiens.,"(26, 32)","(46, 52)"
Je projette de quitter Saint-Paul pour Créteil.,"(23, 33)","(39, 46)"
Mon itinéraire est de Orléans à Aix-en-Provence.,"(22, 29)","(32, 47)"
Mon intention est de voyager de Rennes à Le Havre.,"(32, 38)","(41, 49)"
Parti de Caen pour atteindre Nice.,"(9, 13)","(29, 33)"
Je suis en route de Nanterre vers Avignon.,"(20, 28)","(34, 41)"
J'envisage un déplacement de Roubaix à Clermont-Ferrand.,"(29, 36)","(39, 55)"
Je planifie de me déplacer de Nouméa vers Besançon.,"(30, 36)","(42, 50)"
Course rapide de Caen à Le Mans.,"(17, 21)","(24, 31)"
Périples de Reims à Limoges.,"(12, 17)","(20, 27)"
Départ de Marseille pour un voyage direct à Bordeaux.,"(10, 19)","(44, 52)"
Je prévois de voyager de Rouen à Aix-en-Provence.,"(25, 30)","(33, 48)"
Mon départ est prévu de Le Mans à destination de Limoges.,"(24, 31)","(49, 56)"
Randonnée de Boulogne-Billancourt jusqu'à Aix-en-Provence.,"(13, 33)","(42, 57)"
Je planifie un trajet de Caen à Strasbourg.,"(25, 29)","(32, 42)"
Départ de Roubaix à Angers.,"(10, 17)","(20, 26)"
Je dois me déplacer de Caen à Lyon.,"(23, 27)","(30, 34)"
Il est prévu que je me rende de Caen à Boulogne-Billancourt.,"(32, 36)","(39, 59)"
Je commence mon périple à Tourcoing pour finir à Rouen.,"(26, 35)","(49, 54)"
Odyssée depuis Grenoble en direction de Strasbourg.,"(15, 23)","(40, 50)"
Escapade de Paris à Boulogne-Billancourt.,"(12, 17)","(20, 40)"
J'envisage un déplacement de Vitry-sur-Seine à Nancy.,"(29, 44)","(47, 52)"
Je commence mon périple à Strasbourg pour finir à Annecy.,"(26, 36)","(50, 56)"
Je projette de quitter Poitiers pour Toulon.,"(23, 31)","(37, 43)"
Départ de Lille à Metz.,"(10, 15)","(18, 22)"
Course rapide de Nanterre à Marseille.,"(17, 25)","(28, 37)"
Je dois me déplacer de Boulogne-Billancourt à Perpignan.,"(23, 43)","(46, 55)"
Je dois effectuer le trajet de Amiens à Orléans.,"(31, 37)","(40, 47)"
Parti de Nanterre pour atteindre Poitiers.,"(9, 17)","(33, 41)"
Je vais partir de Saint-Étienne à destination de Toulouse.,"(18, 31)","(49, 57)"
Odyssée depuis Nantes en direction de Besançon.,"(15, 21)","(38, 46)"
J'envisage un déplacement de Caen à Nancy.,"(29, 33)","(36, 41)"
Je planifie de me déplacer de Avignon vers Brest.,"(30, 37)","(43, 48)"
Je dois effectuer le trajet de Dijon à Montreuil.,"(31, 36)","(39, 48)"
Je prévois de voyager de Limoges à Poitiers.,"(25, 32)","(35, 43)"
Promenade depuis Montpellier vers Dunkerque.,"(17, 28)","(34, 43)"
Périples de Limoges à Nouméa.,"(12, 19)","(22, 28)"
Randonnée de Nancy jusqu'à Aix-en-Provence.,"(13, 18)","(27, 42)"
Je planifie de me déplacer de Nanterre vers Annecy.,"(30, 38)","(44, 50)"
Je prévois de voyager de Nîmes à Boulogne-Billancourt.,"(25, 30)","(33, 53)"
Mon intention est de voyager de Nîmes à Grenoble.,"(32, 37)","(40, 48)"
Mon voyage débute à Strasbourg et se termine à Roubaix.,"(20, 30)","(47, 54)"
Je pars de Montpellier pour arriver à Caen.,"(11, 22)","(38, 42)"
Mon départ est prévu de Tourcoing à destination de Dijon.,"(24, 33)","(51, 56)"
Il est prévu que je me rende de Tourcoing à Perpignan.,"(32, 41)","(44, 53)"
Promenade depuis Perpignan vers Rouen.,"(17, 26)","(32, 37)"
Parti de Boulogne-Billancourt pour atteindre Nouméa.,"(9, 29)","(45, 51)"
Course rapide de Caen à Mulhouse.,"(17, 21)","(24, 32)"
Je quitte Perpignan pour Orléans.,"(10, 19)","(25, 32)"
Je suis en route de Argenteuil vers Saint-Étienne.,"(20, 30)","(36, 49)"
Escapade de Clermont-Ferrand à Vitry-sur-Seine.,"(12, 28)","(31, 46)"
Je dois effectuer le trajet de Brest à Avignon.,"(31, 36)","(39, 46)"
Je compte quitter Nantes pour Villeurbanne.,"(18, 24)","(30, 42)"
Je vais partir de Metz à destination de Nancy.,"(18, 22)","(40, 45)"
Mon itinéraire est de Poitiers à Marseille.,"(22, 30)","(33, 42)"
Je prévois de voyager de Argenteuil à Lille.,"(25, 35)","(38, 43)"
Périples de Nancy à Nantes.,"(12, 17)","(20, 26)"
Je veux aller de Strasbourg à Nancy.,"(17, 27)","(30, 35)"
Randonnée de Paris jusqu'à Nice.,"(13, 18)","(27, 31)"
Course rapide de Nancy à Clermont-Ferrand.,"(17, 22)","(25, 41)"
Course rapide de Villeurbanne à Montreuil.,"(17, 29)","(32, 41)"
Mon intention est de voyager de Clermont-Ferrand à Toulon.,"(32, 48)","(51, 57)"
Je planifie de me déplacer de Avignon vers Amiens.,"(30, 37)","(43, 49)"
Escapade de Aix-en-Provence à Saint-Denis.,"(12, 27)","(30, 41)"
Je dois me déplacer de Perpignan à Nanterre.,"(23, 32)","(35, 43)"
Je vais de Nantes à Perpignan.,"(11, 17)","(20, 29)"
Je projette de quitter Saint-Paul pour Metz.,"(23, 33)","(39, 43)"
Trajet initial de Besançon en direction de Grenoble.,"(18, 26)","(43, 51)"
Périples de Nîmes à Limoges.,"(12, 17)","(20, 27)"
Je suis en route de Toulon vers Saint-Étienne.,"(20, 26)","(32, 45)"
Je dois effectuer le trajet de Roubaix à Limoges.,"(31, 38)","(41, 48)"
Je suis en route de Reims vers Strasbourg.,"(20, 25)","(31, 41)"
Mon intention est de voyager de Roubaix à Amiens.,"(32, 39)","(42, 48)"
Départ de Marseille pour un voyage direct à Rennes.,"(10, 19)","(44, 50)"
Je commence mon périple à Tourcoing pour finir à Paris.,"(26, 35)","(49, 54)"
Escapade de Brest à Reims.,"(12, 17)","(20, 25)"
Je m'apprête à partir de Perpignan à Montpellier.,"(25, 34)","(37, 48)"
Randonnée de Le Havre jusqu'à Besançon.,"(13, 21)","(30, 38)"
Je m'apprête à partir de Limoges à Nouméa.,"(25, 32)","(35, 41)"
Je suis en route de Annecy vers Perpignan.,"(20, 26)","(32, 41)"
Je veux aller de Poitiers à Rouen.,"(17, 25)","(28, 33)"
Voyage sans escale de Montpellier à Grenoble.,"(22, 33)","(36, 44)"
Je suis en route de Avignon vers Villeurbanne.,"(20, 27)","(33, 45)"
Mon départ est prévu de Nîmes à destination de Argenteuil.,"(24, 29)","(47, 57)"
Il est prévu que je me rende de Dijon à Marseille.,"(32, 37)","(40, 49)"
Mon voyage débute à Argenteuil et se termine à Roubaix.,"(20, 30)","(47, 54)"
Promenade depuis Perpignan vers Roubaix.,"(17, 26)","(32, 39)"
J'envisage un déplacement de Paris à Le Havre.,"(29, 34)","(37, 45)"
Odyssée depuis Montreuil en direction de Limoges.,"(15, 24)","(41, 48)"
Il est prévu que je me rende de Lille à Rouen.,"(32, 37)","(40, 45)"
Je vais de Brest à Nice.,"(11, 16)","(19, 23)"
Odyssée depuis Metz en direction de Saint-Étienne.,"(15, 19)","(36, 49)"
Promenade depuis Bordeaux vers Le Mans.,"(17, 25)","(31, 38)"
Mon départ est prévu de Montreuil à destination de Nantes.,"(24, 33)","(51, 57)"
Aventure de Nice à Orléans.,"(12, 16)","(19, 26)"
Je commence mon périple à Villeurbanne pour finir à Strasbourg.,"(26, 38)","(52, 62)"
Je veux aller de Paris à Caen.,"(17, 22)","(25, 29)"
Escapade de Créteil à Toulouse.,"(12, 19)","(22, 30)"
Je planifie de me déplacer de Nouméa vers Lyon.,"(30, 36)","(42, 46)"
Odyssée depuis Tours en direction de Villeurbanne.,"(15, 20)","(37, 49)"
Périples de Rennes à Le Havre.,"(12, 18)","(21, 29)"
Je m'apprête à partir de Besançon à Le Mans.,"(25, 33)","(36, 43)"
Trajet initial de Toulon en direction de Marseille.,"(18, 24)","(41, 50)"
Je m'apprête à partir de Dijon à Vitry-sur-Seine.,"(25, 30)","(33, 48)"
Course rapide de Grenoble à Tours.,"(17, 25)","(28, 33)"
Je projette de quitter Paris pour Metz.,"(23, 28)","(34, 38)"
Il est prévu que je me rende de Roubaix à Brest.,"(32, 39)","(42, 47)"
Je dois me déplacer de Nice à Vitry-sur-Seine.,"(23, 27)","(30, 45)"
Je dois me déplacer de Paris à Créteil.,"(23, 28)","(31, 38)"
Mon voyage débute à Boulogne-Billancourt et se termine à Poitiers.,"(20, 40)","(57, 65)"
Mon intention est de voyager de Mulhouse à Caen.,"(32, 40)","(43, 47)"
Parti de Nouméa pour atteindre Aix-en-Provence.,"(9, 15)","(31, 46)"
Aventure de Tours à Montreuil.,"(12, 17)","(20, 29)"
Je vais de Toulon à Amiens.,"(11, 17)","(20, 26)"
Je prévois de voyager de Dunkerque à Besançon.,"(25, 34)","(37, 45)"
Je compte quitter Poitiers pour Orléans.,"(18, 26)","(32, 39)"
Escapade de Roubaix à Besançon.,"(12, 19)","(22, 30)"
Je planifie de me déplacer de Rennes vers Metz.,"(30, 36)","(42, 46)"
Je m'apprête à partir de Annecy à Créteil.,"(25, 31)","(34, 41)"
Je projette de quitter Caen pour Strasbourg.,"(23, 27)","(33, 43)"
Mon intention est de voyager de Avignon à Strasbourg.,"(32, 39)","(42, 52)"
Voyage sans escale de Avignon à Nîmes.,"(22, 29)","(32, 37)"
Je souhaite me rendre de Rennes à Angers.,"(25, 31)","(34, 40)"
Je suis en route de Caen vers Reims.,"(20, 24)","(30, 35)"
Parti de Besançon pour atteindre Tourcoing.,"(9, 17)","(33, 42)"
Mon voyage débute à Avignon et se termine à Strasbourg.,"(20, 27)","(44, 54)"
Je vais partir de Tourcoing à destination de Nice.,"(18, 27)","(45, 49)"
Mon itinéraire est de Reims à Bordeaux.,"(22, 27)","(30, 38)"
Je dois effectuer le trajet de Nice à Dijon.,"(31, 35)","(38, 43)"
Je planifie de me déplacer de Clermont-Ferrand vers Nîmes.,"(30, 46)","(52, 57)"
Je planifie de me déplacer de Tours vers Villeurbanne.,"(30, 35)","(41, 53)"
Je dois effectuer le trajet de Saint-Étienne à Le Mans.,"(31, 44)","(47, 54)"
Je planifie un trajet de Rouen à Strasbourg.,"(25, 30)","(33, 43)"
Aventure de Boulogne-Billancourt à Rouen.,"(12, 32)","(35, 40)"
Périples de Besançon à Lyon.,"(12, 20)","(23, 27)"
Je dois effectuer le trajet de Créteil à Saint-Denis.,"(31, 38)","(41, 52)"
Aventure de Angers à Dijon.,"(12, 18)","(21, 26)"
Je quitte Créteil pour Nîmes.,"(10, 17)","(23, 28)"
Je planifie de me déplacer de Nice vers Dunkerque.,"(30, 34)","(40, 49)"
Départ de Roubaix à Limoges.,"(10, 17)","(20, 27)"
Escapade de Metz à Saint-Paul.,"(12, 16)","(19, 29)"
Je commence mon périple à Besançon pour finir à Strasbourg.,"(26, 34)","(48, 58)"
Trajet initial de Perpignan en direction de Roubaix.,"(18, 27)","(44, 51)"
Voyage sans escale de Paris à Dijon.,"(22, 27)","(30, 35)"
Randonnée de Perpignan jusqu'à Nîmes.,"(13, 22)","(31, 36)"
Je vais partir de Saint-Étienne à destination de Roubaix.,"(18, 31)","(49, 56)"
Je prévois de voyager de Nancy à Lille.,"(25, 30)","(33, 38)"
Mon itinéraire est de Strasbourg à Metz.,"(22, 32)","(35, 39)"
Je planifie un trajet de Marseille à Rouen.,"(25, 34)","(37, 42)"
Départ de Tours à Montpellier.,"(10, 15)","(18, 29)"
Je projette de quitter Nanterre pour Toulon.,"(23, 31)","(37, 43)"
Je m'apprête à partir de Saint-Étienne à Villeurbanne.,"(25, 38)","(41, 53)"
Je projette de quitter Le Havre pour Lyon.,"(23, 31)","(37, 41)"
Je m'apprête à partir de Nantes à Vitry-sur-Seine.,"(25, 31)","(34, 49)"
Je suis en route de Villeurbanne vers Orléans.,"(20, 32)","(38, 45)"
Aventure de Angers à Vitry-sur-Seine.,"(12, 18)","(21, 36)"
Voyage sans escale de Bordeaux à Saint-Étienne.,"(22, 30)","(33, 46)"
Il est prévu que je me rende de Montreuil à Créteil.,"(32, 41)","(44, 51)"
Odyssée depuis Toulon en direction de Poitiers.,"(15, 21)","(38, 46)"
Je quitte Tours pour Mulhouse.,"(10, 15)","(21, 29)"
Odyssée depuis Argenteuil en direction de Créteil.,"(15, 25)","(42, 49)"
Départ de Boulogne-Billancourt pour un voyage direct à Dijon.,"(10, 30)","(55, 60)"
Je m'apprête à partir de Boulogne-Billancourt à Bordeaux.,"(25, 45)","(48, 56)"
Je compte quitter Metz pour Le Mans.,"(18, 22)","(28, 35)"
Randonnée de Rennes jusqu'à Metz.,"(13, 19)","(28, 32)"
Je commence mon périple à Metz pour finir à Grenoble.,"(26, 30)","(44, 52)"
J'envisage un déplacement de Annecy à Roubaix.,"(29, 35)","(38, 45)"
Je compte quitter Tourcoing pour Montpellier.,"(18, 27)","(33, 44)"
Je prévois de voyager de Argenteuil à Le Mans.,"(25, 35)","(38, 45)"
Promenade depuis Limoges vers Besançon.,"(17, 24)","(30, 38)"
Randonnée de Saint-Denis jusqu'à Nanterre.,"(13, 24)","(33, 41)"
Je dois effectuer le trajet de Metz à Saint-Étienne.,"(31, 35)","(38, 51)"
Je vais partir de Saint-Denis à destination de Saint-Étienne.,"(18, 29)","(47, 60)"
Mon départ est prévu de Orléans à destination de Nanterre.,"(24, 31)","(49, 57)"
Je planifie un trajet de Paris à Tours.,"(25, 30)","(33, 38)"
Je pars de Nancy pour arriver à Tourcoing.,"(11, 16)","(32, 41)"
Trajet initial de Besançon en direction de Le Mans.,"(18, 26)","(43, 50)"
Randonnée de Besançon jusqu'à Vitry-sur-Seine.,"(13, 21)","(30, 45)"
Départ de Lyon à Toulon.,"(10, 14)","(17, 23)"
Mon voyage débute à Dunkerque et se termine à Saint-Étienne.,"(20, 29)","(46, 59)"
Je dois me déplacer de Roubaix à Reims.,"(23, 30)","(33, 38)"
Je pars de Angers pour arriver à Saint-Paul.,"(11, 17)","(33, 43)"
Je pars de Metz pour arriver à Vitry-sur-Seine.,"(11, 15)","(31, 46)"
Mon départ est prévu de Tourcoing à destination de Brest.,"(24, 33)","(51, 56)"
Promenade depuis Dijon vers Bordeaux.,"(17, 22)","(28, 36)"
Je quitte Besançon pour Orléans.,"(10, 18)","(24, 31)"
Je commence mon périple à Villeurbanne pour finir à Amiens.,"(26, 38)","(52, 58)"
Je vais partir de Tours à destination de Saint-Denis.,"(18, 23)","(41, 52)"
Je veux aller de Toulon à Toulouse.,"(17, 23)","(26, 34)"
Je suis en route de Aix-en-Provence vers Amiens.,"(20, 35)","(41, 47)"
Il est prévu que je me rende de Nanterre à Tourcoing.,"(32, 40)","(43, 52)"
Je vais de Créteil à Nouméa.,"(11, 18)","(21, 27)"
Je planifie de me déplacer de Villeurbanne vers Argenteuil.,"(30, 42)","(48, 58)"
Trajet initial de Aix-en-Provence en direction de Strasbourg.,"(18, 33)","(50, 60)"
Périples de Paris à Aix-en-Provence.,"(12, 17)","(20, 35)"
Je veux aller de Limoges à Créteil.,"(17, 24)","(27, 34)"
Promenade depuis Nantes vers Saint-Denis.,"(17, 23)","(29, 40)"
Promenade depuis Le Mans vers Saint-Denis.,"(17, 24)","(30, 41)"
Il est prévu que je me rende de Rouen à Aix-en-Provence.,"(32, 37)","(40, 55)"
Je quitte Strasbourg pour Boulogne-Billancourt.,"(10, 20)","(26, 46)"
Aventure de Orléans à Toulon.,"(12, 19)","(22, 28)"
Je veux aller de Tourcoing à Lille.,"(17, 26)","(29, 34)"
Je planifie de me déplacer de Aix-en-Provence vers Dijon.,"(30, 45)","(51, 56)"
Aventure de Strasbourg à Brest.,"(12, 22)","(25, 30)"
Escapade de Créteil à Besançon.,"(12, 19)","(22, 30)"
Je commence mon périple à Toulouse pour finir à Rennes.,"(26, 34)","(48, 54)"
Mon départ est prévu de Nice à destination de Caen.,"(24, 28)","(46, 50)"
Aventure de Mulhouse à Marseille.,"(12, 20)","(23, 32)"
Promenade depuis Tours vers Aix-en-Provence.,"(17, 22)","(28, 43)"
Départ de Nouméa à Rennes.,"(10, 16)","(19, 25)"
Voyage sans escale de Aix-en-Provence à Nouméa.,"(22, 37)","(40, 46)"
Il est prévu que je me rende de Saint-Paul à Dunkerque.,"(32, 42)","(45, 54)"
Course rapide de Créteil à Amiens.,"(17, 24)","(27, 33)"
Je prévois de voyager de Argenteuil à Nancy.,"(25, 35)","(38, 43)"
Je dois me déplacer de Nîmes à Rouen.,"(23, 28)","(31, 36)"
Départ de Strasbourg à Caen.,"(10, 20)","(23, 27)"
Je commence mon périple à Angers pour finir à Annecy.,"(26, 32)","(46, 52)"
Je pars de Strasbourg pour arriver à Roubaix.,"(11, 21)","(37, 44)"
Périples de Nanterre à Strasbourg.,"(12, 20)","(23, 33)"
Périples de Nanterre à Reims.,"(12, 20)","(23, 28)"
Course rapide de Saint-Denis à Nantes.,"(17, 28)","(31, 37)"
Je suis en route de Saint-Étienne vers Paris.,"(20, 33)","(39, 44)"
Je souhaite me rendre de Dijon à Nice.,"(25, 30)","(33, 37)"
Mon voyage débute à Marseille et se termine à Toulouse.,"(20, 29)","(46, 54)"
Je vais de Caen à Perpignan.,"(11, 15)","(18, 27)"
Je vais partir de Reims à destination de Toulon.,"(18, 23)","(41, 47)"
Odyssée depuis Le Mans en direction de Annecy.,"(15, 22)","(39, 45)"
Mon itinéraire est de Lille à Saint-Denis.,"(22, 27)","(30, 41)"
Je vais de Metz à Paris.,"(11, 15)","(18, 23)"
